one_hop_head_tail,one_hop_triple_intersection,two_hop_head_tail,two_hop_triple_intersection,three_hop_head_tail,three_hop_triple_intersection,relation_degree_1hop,label,head,relation,tail
1,0,57,56,85,84,58,1,/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/052hl
1,0,268,267,326,325,269,1,/m/012x4t,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c92g
0,0,21,0,60,26,79,0,/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/0cqhmg
1,0,10,9,19,18,11,1,/m/0124k9,/tv/tv_program/genre,/m/06nbt
0,0,1,0,10,3,269,0,/m/013w7j,/award/award_nominee/award_nominations./award/award_nomination/award,/m/018grr
0,0,1,1,14,13,269,0,/m/027pwl,/award/award_nominee/award_nominations./award/award_nomination/award,/m/099jhq
1,0,7,6,13,12,8,1,/m/01400v,/education/field_of_study/students_majoring./education/education/major_field_of_study,/m/062z7
1,0,78,77,106,105,79,1,/m/013xrm,/people/ethnicity/people,/m/06cgy
1,0,11,8,51,25,10,1,/m/013b6_,/people/ethnicity/geographic_distribution,/m/03spz
0,0,0,0,1,0,79,0,/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/021s9n
0,0,0,0,3,1,39,0,/m/011ycb,/film/film/produced_by,/m/0bwfn
1,0,72,71,126,125,73,1,/m/012gq6,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
0,0,25,4,64,57,237,0,/m/012dtf,/film/actor/film./film/performance/film,/m/0cfdd
0,0,20,20,56,55,39,0,/m/09pmkv,/film/film/language,/m/01gp_d
1,0,145,144,204,203,146,1,/m/011vx3,/people/person/profession,/m/025352
0,0,6,6,36,35,125,0,/m/0bksh,/music/record_label/artist,/m/01wwvt2
3,0,76,69,116,114,69,1,/m/0140t7,/music/artist/track_contributions./music/track_contribution/role,/m/0l14md
0,0,3,3,7,6,79,0,/m/0t_2,/people/ethnicity/people,/m/0k4gf
1,0,68,67,109,108,69,1,/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/01s0ps
1,0,145,22,204,180,69,0,/m/0140t7,/music/artist/track_contributions./music/track_contribution/role,/m/0gbbt
0,0,15,15,52,51,44,0,/m/0g4vmj8,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,/m/024dgj
0,0,96,75,163,154,237,0,/m/01337_,/film/actor/film./film/performance/film,/m/026qnh6
0,0,13,0,49,17,79,0,/m/017s11,/music/performance_role/track_performances./music/track_contribution/role,/m/02sgy
0,0,7,0,35,10,82,0,/m/011yxg,/film/film/genre,/m/017j6
0,0,25,24,66,60,39,0,/m/027gs1_,/film/film/language,/m/02h40lc
0,0,1,0,18,6,68,0,/m/011yqc,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/0ptk_
0,0,0,0,0,0,18,0,/m/0142rn,/business/job_title/people_with_this_title./business/employment_tenure/company,/m/013zs9
0,0,0,0,4,3,269,0,/m/01200d,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0c4xc
0,0,0,0,2,1,269,0,/m/012rng,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0ch280
0,0,3,3,45,25,82,0,/m/011x_4,/film/film/genre,/m/078mm1
2,0,49,28,68,67,29,1,/m/013yq,/base/biblioness/bibs_location/state,/m/0d0x8
1,0,89,25,178,124,27,1,/m/0146mv,/organization/organization/headquarters./location/mailing_address/state_province_region,/m/059rby
0,0,0,0,23,23,125,0,/m/01q7cb_,/music/record_label/artist,/m/01wvxw1
1,0,128,123,169,162,125,1,/m/011k1h,/music/record_label/artist,/m/0178kd
1,0,149,148,227,226,150,1,/m/012cj0,/people/person/places_lived./people/place_lived/location,/m/04n3l
1,0,12,11,13,12,13,1,/m/012qjw,/medicine/symptom/symptom_of,/m/09jg8
1,0,226,17,282,260,44,0,/m/011zd3,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,/m/018db8
2,0,260,117,336,304,118,1,/m/0127m7,/award/award_winner/awards_won./award/award_honor/award_winner,/m/086k8
1,0,11,8,51,25,10,1,/m/013b6_,/people/ethnicity/geographic_distribution,/m/06bnz
1,0,258,35,334,312,227,0,/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0415ggl
1,0,57,56,85,84,58,1,/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/06pk8
0,0,3,2,27,24,146,0,/m/013km,/people/person/profession,/m/07bsj
0,0,0,0,12,11,82,0,/m/02dtg,/film/film/genre,/m/07s9rl0
2,0,184,171,253,252,172,1,/m/012rng,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0267wwv
1,0,78,77,109,105,79,1,/m/013xrm,/people/ethnicity/people,/m/03_f0
0,0,0,0,0,0,10,0,/m/011v3,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/01x66d
0,0,19,2,90,45,39,0,/m/012dtf,/film/film/language,/m/02h40lc
1,0,194,170,269,263,172,1,/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0drnwh
0,0,0,0,8,3,82,0,/m/012s1d,/film/film/genre,/m/043n0v_
0,0,27,27,68,67,115,0,/m/0k611,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0m31m
1,0,28,27,48,47,29,1,/m/013d7t,/base/biblioness/bibs_location/state,/m/04ly1
0,0,2,2,24,23,79,0,/m/01w61th,/people/ethnicity/people,/m/0k4gf
0,0,0,0,1,0,5,0,/m/0132_h,/sports/sports_team/roster./baseball/baseball_roster_position/position,/m/049dk
0,0,0,0,2,2,4,0,/m/03xnq9_,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,/m/01bjv
0,0,0,0,1,1,8,0,/m/02bq1j,/film/film/personal_appearances./film/personal_film_appearance/person,/m/01_x6d
0,0,8,0,36,25,30,0,/m/013pp3,/influence/influence_node/influenced_by,/m/04n65n
1,0,113,109,171,152,111,1,/m/011ywj,/award/award_winning_work/awards_won./award/award_honor/award,/m/09td7p
0,0,0,0,11,7,79,0,/m/013xrm,/people/ethnicity/people,/m/0gs96
0,0,0,0,1,0,237,0,/m/0134w7,/film/actor/film./film/performance/film,/m/02_5h
0,0,5,5,39,38,111,0,/m/012vwb,/award/award_winning_work/awards_won./award/award_honor/award,/m/02z1nbg
1,0,6,5,11,10,7,1,/m/0122wc,/sports/sports_team/sport,/m/02vx4
0,0,8,1,36,31,172,0,/m/012ykt,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/01wqpnm
0,0,3,0,29,28,172,0,/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/032l1
1,0,149,148,177,176,150,0,/m/012yc,/music/genre/artists,/m/014pg1
0,0,21,5,57,48,32,0,/m/0140g4,/award/award_winning_work/awards_won./award/award_honor/honored_for,/m/01pvkk
0,0,0,0,0,0,15,0,/m/011xy1,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,/m/05c6073
0,0,1,0,6,2,73,0,/m/01304j,/people/person/spouse_s./people/marriage/type_of_union,/m/05qqm
0,0,2,0,28,18,99,0,/m/011k4g,/people/person/gender,/m/04wvhz
2,0,119,9,170,145,10,1,/m/011yl_,/film/film/other_crew./film/film_crew_gig/crewmember,/m/094wz7q
1,0,34,33,72,71,35,1,/m/012mzw,/education/educational_institution/students_graduates./education/education/student,/m/03f1r6t
2,0,336,236,411,398,237,1,/m/012x2b,/film/actor/film./film/performance/film,/m/02t_h3
0,0,5,5,33,32,82,0,/m/0f3m1,/film/film/genre,/m/02n4kr
2,0,198,149,281,274,150,1,/m/0127gn,/people/person/places_lived./people/place_lived/location,/m/02sn34
0,0,3,0,29,6,111,0,/m/040_9,/award/award_winning_work/awards_won./award/award_honor/award,/m/0f4x7
0,0,0,0,10,10,36,0,/m/01c99j,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/02_n3z
1,0,122,113,191,173,115,1,/m/011ykb,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/07r1h
1,0,279,47,364,348,172,0,/m/011_3s,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/099tbz
1,0,1,0,5,4,2,1,/m/011w54,/award/award_category/disciplines_or_subjects,/m/02j62
1,0,236,235,300,299,237,1,/m/011_3s,/film/actor/film./film/performance/film,/m/040_lv
1,0,149,148,177,176,150,1,/m/0126t5,/music/genre/artists,/m/0889x
1,0,12,8,55,26,10,1,/m/012f86,/people/ethnicity/geographic_distribution,/m/06bnz
1,0,119,118,233,232,120,1,/m/01364q,/common/topic/webpage./common/webpage/category,/m/08mbj5d
0,0,0,0,4,4,269,0,/m/01_9fk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c9jp
1,0,35,34,70,69,36,1,/m/011yn5,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/089g0h
1,0,43,37,130,83,39,1,/m/011x_4,/film/film/language,/m/02h40lc
0,0,3,3,21,19,150,0,/m/012201,/people/person/places_lived./people/place_lived/location,/m/0847q
0,0,67,17,141,115,115,0,/m/011ywj,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/01309x
1,0,28,21,77,68,23,1,/m/012d40,/people/person/languages,/m/012w70
1,0,145,144,204,203,146,1,/m/0113sg,/people/person/profession,/m/02hv44_
1,0,171,170,241,240,172,1,/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0jyb4
1,0,63,37,158,103,39,1,/m/011yxg,/film/film/language,/m/064_8sq
0,0,12,1,40,36,118,0,/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/0fpj9pm
0,0,83,80,142,140,112,0,/m/015cjr,/people/person/nationality,/m/09c7w0
1,0,149,148,227,226,150,1,/m/0141kz,/people/person/places_lived./people/place_lived/location,/m/06y9v
1,0,35,34,70,69,36,1,/m/011yl_,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/02_n3z
1,0,6,5,16,15,7,1,/m/0123j6,/business/business_operation/industry,/m/020mfr
0,0,23,0,61,48,20,0,/m/012gbb,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,/m/018j2
0,0,1,0,22,2,79,0,/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/01q8fxx
1,0,47,41,117,95,43,1,/m/0140g4,/film/film/country,/m/09c7w0
1,0,236,235,300,299,237,0,/m/0137n0,/film/actor/film./film/performance/film,/m/017kct
0,0,4,0,32,7,31,0,/m/08wjc1,/music/instrument/instrumentalists,/m/0135xb
1,0,226,44,282,279,269,0,/m/0133x7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0197tq
0,0,15,0,74,16,15,0,/m/012fvq,/education/educational_institution/school_type,/m/0sxfd
0,0,1,0,19,5,36,0,/m/011yn5,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/02l_7y
0,0,2,2,28,27,237,0,/m/05r4w,/film/actor/film./film/performance/film,/m/06ztvyx
0,0,0,0,1,1,75,0,/m/018417,/education/educational_degree/people_with_this_degree./education/education/institution,/m/09b_0m
1,0,145,144,204,203,146,1,/m/01304j,/people/person/profession,/m/039v1
1,0,268,267,326,325,269,1,/m/0127xk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/09qrn4
1,0,268,267,326,325,269,1,/m/012x4t,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01cky2
1,0,70,67,112,110,69,1,/m/0137g1,/music/artist/track_contributions./music/track_contribution/role,/m/01vj9c
1,0,268,72,326,318,146,0,/m/0137n0,/people/person/profession,/m/04mqgr
0,0,0,0,0,0,79,0,/m/0284n42,/music/performance_role/track_performances./music/track_contribution/role,/m/0gghm
0,0,0,0,1,1,8,0,/m/01m65sp,/film/film/personal_appearances./film/personal_film_appearance/person,/m/0163t3
0,0,0,0,5,4,146,0,/m/014488,/people/person/profession,/m/02snj9
0,0,1,1,14,13,23,0,/m/02g_6x,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,/m/0jc6p
0,0,0,0,1,1,7,0,/m/02j62,/people/person/sibling_s./people/sibling_relationship/sibling,/m/09889g
1,0,275,267,354,332,269,1,/m/01438g,/award/award_nominee/award_nominations./award/award_nomination/award,/m/09sb52
1,0,268,267,326,325,269,1,/m/0136pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c92g
0,0,12,9,40,39,227,0,/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/016fnb
0,0,0,0,9,6,79,0,/m/013xrm,/people/ethnicity/people,/m/06cvj
0,0,27,6,81,56,125,0,/m/011k1h,/music/record_label/artist,/m/0lpjn
0,0,3,0,34,22,99,0,/m/01200d,/people/person/gender,/m/03h610
0,0,3,2,42,25,6,0,/m/012mrr,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,/m/02cft
0,0,1,1,27,26,227,0,/m/03f3_p3,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0c6qh
2,0,130,111,218,201,112,1,/m/012gx2,/people/person/nationality,/m/09c7w0
1,0,19,18,50,49,20,1,/m/012dtf,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,/m/0h1m9
0,0,43,43,93,92,269,0,/m/048scx,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03qpp9
0,0,64,64,117,116,146,0,/m/0vbk,/people/person/profession,/m/09jwl
2,0,204,57,290,262,58,1,/m/0140t7,/music/artist/origin,/m/0n95v
0,0,0,0,11,11,150,0,/m/09cm54,/people/person/places_lived./people/place_lived/location,/m/0cb4j
0,0,0,0,0,0,45,0,/m/0146bp,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,/m/0jbk9
1,0,128,110,219,200,112,1,/m/011s9r,/people/person/nationality,/m/09c7w0
1,0,110,109,157,149,111,1,/m/01242_,/award/award_winning_work/awards_won./award/award_honor/award,/m/094qd5
1,0,39,38,85,84,40,1,/m/013pk3,/people/person/religion,/m/0kpl
0,0,0,0,2,2,58,0,/m/01zc2w,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/0hl3d
1,0,8,7,17,16,9,1,/m/012wgb,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,/m/018grr
1,0,21,20,52,51,22,1,/m/012b30,/organization/organization/headquarters./location/mailing_address/citytown,/m/0d9jr
1,0,47,46,65,64,48,1,/m/013mj_,/location/location/time_zones,/m/02fqwt
1,0,149,148,177,176,150,1,/m/012yc,/music/genre/artists,/m/02l840
0,0,10,0,38,16,125,0,/m/011k1h,/music/record_label/artist,/m/0fm2_
0,0,28,4,121,61,23,0,/m/013rfk,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/m/09nqf
1,0,185,148,289,262,150,1,/m/012_53,/people/person/places_lived./people/place_lived/location,/m/030qb3t
0,0,9,0,32,10,8,0,/m/013w7j,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,/m/083jv
1,0,149,148,177,176,150,0,/m/012yc,/music/genre/artists,/m/011_vz
1,0,268,43,326,316,237,0,/m/012v9y,/film/actor/film./film/performance/film,/m/01ck6h
0,0,0,0,5,5,21,0,/m/047yc,/education/educational_institution/colors,/m/083jv
2,0,198,119,281,260,120,1,/m/012gx2,/people/person/place_of_birth,/m/0_24q
0,0,0,0,16,3,8,0,/m/0113sg,/influence/influence_node/peers./influence/peer_relationship/peers,/m/0gs96
0,0,0,0,3,3,7,0,/m/0kvnn,/business/business_operation/industry,/m/03qh03g
2,0,86,78,106,92,79,1,/m/011k_j,/music/performance_role/track_performances./music/track_contribution/role,/m/0l15bq
0,0,1,0,27,3,79,0,/m/062dn7,/music/performance_role/track_performances./music/track_contribution/role,/m/04rzd
1,0,156,109,237,195,111,1,/m/011ykb,/award/award_winning_work/awards_won./award/award_honor/award,/m/099jhq
1,0,59,49,122,93,51,1,/m/013807,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/04rlf
2,0,224,149,344,300,150,1,/m/0140t7,/people/person/places_lived./people/place_lived/location,/m/02_286
0,0,0,0,16,0,34,0,/m/01243b,/music/genre/parent_genre,/m/06crk
0,0,0,0,5,0,44,0,/m/013gwb,/location/hud_county_place/place,/m/05ljv7
1,0,268,267,326,325,269,1,/m/012ky3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0l8z1
0,0,11,2,47,35,40,0,/m/012gbb,/people/person/religion,/m/018d6l
0,0,4,4,30,29,150,0,/m/04f2zj,/music/genre/artists,/m/01ydzx
0,0,21,0,66,34,269,0,/m/011zf2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0154j
1,0,124,123,159,158,125,1,/m/011k1h,/music/record_label/artist,/m/01wgfp6
1,0,149,148,227,226,150,1,/m/012dtf,/people/person/places_lived./people/place_lived/location,/m/0y3k9
0,0,42,1,97,58,35,0,/m/012lzr,/education/educational_institution/students_graduates./education/education/student,/m/01c92g
3,0,257,45,346,305,227,0,/m/013knm,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/012pd4
0,0,64,64,117,116,146,0,/m/0258dh,/people/person/profession,/m/0dxtg
8,0,850,232,935,898,227,1,/m/011zd3,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01438g
1,0,145,64,204,196,150,0,/m/01385g,/people/person/places_lived./people/place_lived/location,/m/09lbv
1,0,13,12,21,20,14,1,/m/012v1t,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,/m/07p__7
1,0,78,77,106,105,79,1,/m/013xrm,/people/ethnicity/people,/m/0320jz
1,0,58,38,133,101,40,1,/m/0127s7,/base/popstra/celebrity/dated./base/popstra/dated/participant,/m/015pkc
0,0,3,0,41,8,23,0,/m/0kr_t,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/m/09nqf
1,0,67,66,115,114,68,1,/m/011yqc,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/07f1x
0,0,0,0,1,0,10,0,/m/01453,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/0clzr
1,0,236,235,300,299,237,1,/m/011zd3,/film/actor/film./film/performance/film,/m/06ztvyx
0,0,1,1,22,21,73,0,/m/0l9k1,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
2,0,95,78,115,101,79,1,/m/011k_j,/music/performance_role/track_performances./music/track_contribution/role,/m/018vs
1,0,98,97,153,152,99,1,/m/012z8_,/people/person/gender,/m/05zppz
0,0,47,43,101,98,227,0,/m/012pd4,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0jrqq
2,0,252,226,310,306,227,1,/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01vw20h
0,0,37,23,94,85,237,0,/m/03f2_rc,/film/actor/film./film/performance/film,/m/031778
1,0,113,109,171,152,111,1,/m/011ywj,/award/award_winning_work/awards_won./award/award_honor/award,/m/099tbz
1,0,236,235,300,299,237,1,/m/012vd6,/film/actor/film./film/performance/film,/m/01jnc_
2,0,125,38,176,161,39,1,/m/011ywj,/film/film/produced_by,/m/0bzyh
0,0,48,41,122,102,269,0,/m/011z3g,/award/award_nominee/award_nominations./award/award_nomination/award,/m/013gz
0,0,2,1,27,18,35,0,/m/011xy1,/education/educational_institution/students_graduates./education/education/student,/m/0kftt
0,0,0,0,8,2,26,0,/m/013y1f,/music/performance_role/regular_performances./music/group_membership/group,/m/0m2lt
0,0,0,0,1,1,75,0,/m/01___w,/education/educational_degree/people_with_this_degree./education/education/institution,/m/02bq1j
1,0,124,123,159,158,125,1,/m/011k1h,/music/record_label/artist,/m/0c7xjb
6,0,740,272,867,792,269,0,/m/012ky3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/013tcv
3,0,89,28,161,129,28,1,/m/011yl_,/film/film/featured_film_locations,/m/0chghy
1,0,145,144,204,203,146,1,/m/0132k4,/people/person/profession,/m/09jwl
0,0,0,0,1,1,227,0,/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/041738
0,0,12,0,45,17,146,0,/m/010p3,/people/person/profession,/m/01pj48
0,0,7,0,35,18,111,0,/m/011yxy,/award/award_winning_work/awards_won./award/award_honor/award,/m/04y9dk
1,0,3,2,6,5,4,1,/m/011s0,/people/profession/specialization_of,/m/012t_z
1,0,119,23,233,171,227,0,/m/011_3s,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0104lr
1,0,153,109,238,192,111,1,/m/011yth,/award/award_winning_work/awards_won./award/award_honor/award,/m/02w9sd7
0,0,0,0,0,0,237,0,/m/05c6073,/film/actor/film./film/performance/film,/m/01f8f7
1,0,10,9,22,21,11,1,/m/013yq,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,/m/03_ly
0,0,0,0,5,4,90,0,/m/012wgb,/location/location/contains,/m/0244r8
0,0,21,4,66,42,150,0,/m/013w7j,/people/person/places_lived./people/place_lived/location,/m/05qhw
1,0,68,67,109,108,69,1,/m/0137g1,/music/artist/track_contributions./music/track_contribution/role,/m/05r5c
2,0,210,149,297,286,150,1,/m/013knm,/people/person/places_lived./people/place_lived/location,/m/0n95v
2,0,74,68,115,113,69,1,/m/0132k4,/music/artist/track_contributions./music/track_contribution/role,/m/018vs
3,0,226,150,312,301,150,1,/m/013v5j,/people/person/places_lived./people/place_lived/location,/m/03b12
1,0,145,144,204,203,146,1,/m/01364q,/people/person/profession,/m/09jwl
0,0,7,5,52,45,40,0,/m/0102t4,/film/film/written_by,/m/0p__8
0,0,47,0,126,57,51,0,/m/012lzr,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/040njc
0,0,0,0,7,7,36,0,/m/0123qq,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/02_n3z
0,0,0,0,5,5,48,0,/m/0hzlz,/location/location/time_zones,/m/02fqwt
1,0,24,11,64,34,13,1,/m/012w70,/media_common/netflix_genre/titles,/m/01f8f7
1,0,145,144,204,203,146,1,/m/012z8_,/people/person/profession,/m/01c72t
3,0,149,45,265,164,44,1,/m/013nws,/location/hud_county_place/place,/m/013nws
1,0,72,71,126,125,73,1,/m/0131kb,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
0,0,2,0,29,3,45,0,/m/013gz,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,/m/04sd0
0,0,0,0,0,0,111,0,/m/0d3k14,/award/award_winning_work/awards_won./award/award_honor/award,/m/05zvj3m
0,0,64,64,120,119,146,0,/m/01cx_,/people/person/profession,/m/02hrh1q
0,0,60,60,114,113,269,0,/m/03_3d,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f77l
1,0,275,267,353,332,269,1,/m/013_vh,/award/award_nominee/award_nominations./award/award_nomination/award,/m/05pcn59
0,0,0,0,6,6,99,0,/m/01gb54,/people/person/gender,/m/05zppz
0,0,0,0,16,16,35,0,/m/01vw20_,/film/director/film,/m/0gnkb
11,0,233,18,345,246,9,1,/m/012vwb,/education/educational_institution/campuses,/m/012vwb
1,0,268,267,326,325,269,1,/m/012x03,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02tj96
1,0,11,10,15,13,12,1,/m/0135dr,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/m/04xfb
0,0,9,4,37,34,112,0,/m/012dtf,/people/person/nationality,/m/06gd4
1,0,129,9,164,139,26,0,/m/02cpp,/music/performance_role/regular_performances./music/group_membership/group,/m/01wv9xn
1,0,268,72,326,318,146,0,/m/0126rp,/people/person/profession,/m/019bnn
1,0,67,66,115,114,68,1,/m/011yrp,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/02vzc
1,0,78,77,106,105,79,1,/m/013xrm,/people/ethnicity/people,/m/0dzlk
0,0,0,0,5,5,150,0,/m/011j5x,/music/genre/artists,/m/02j71
0,0,0,0,5,4,51,0,/m/0q04f,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/062z7
2,0,198,149,281,274,150,1,/m/012gq6,/people/person/places_lived./people/place_lived/location,/m/0s5cg
0,0,0,0,1,1,8,0,/m/01400v,/education/field_of_study/students_majoring./education/education/major_field_of_study,/m/015gw6
2,0,210,149,297,286,150,1,/m/012v1t,/people/person/places_lived./people/place_lived/location,/m/02_286
1,0,229,225,287,284,227,1,/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01wd9vs
1,0,20,19,45,44,21,1,/m/012fvq,/education/educational_institution/colors,/m/036k5h
0,0,1,1,8,7,120,0,/m/0217m9,/common/topic/webpage./common/webpage/category,/m/08mbj5d
0,0,0,0,0,0,5,0,/m/014488,/sports/sports_team/roster./baseball/baseball_roster_position/position,/m/02wszf
0,0,0,0,4,4,57,0,/m/01jkqfz,/music/performance_role/regular_performances./music/group_membership/role,/m/03q5t
0,0,3,3,21,20,40,0,/m/05hj0n,/base/popstra/celebrity/dated./base/popstra/dated/participant,/m/0285c
2,0,94,56,114,100,57,1,/m/011_6p,/music/performance_role/regular_performances./music/group_membership/role,/m/03m5k
1,0,68,66,137,115,68,1,/m/011yqc,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/06bnz
0,0,5,5,33,32,146,0,/m/01vzxld,/people/person/profession,/m/016z4k
1,0,226,225,282,281,227,1,/m/012cj0,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0kftt
1,0,81,80,119,118,82,1,/m/011yr9,/film/film/genre,/m/03mqtr
0,0,0,0,1,0,115,0,/m/011yd2,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/012lzc
1,0,171,170,241,240,172,1,/m/012201,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/02psgq
1,0,68,67,109,108,69,1,/m/012ky3,/music/artist/track_contributions./music/track_contribution/role,/m/05r5c
1,0,68,66,134,115,68,1,/m/011ycb,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03gj2
1,0,35,34,70,69,36,1,/m/011ysn,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/02r96rf
0,0,83,0,142,88,30,0,/m/018gz8,/base/biblioness/bibs_location/country,/m/09c7w0
7,0,258,49,380,269,44,1,/m/013ksx,/location/hud_county_place/place,/m/013ksx
0,0,0,0,0,0,5,0,/m/0132_h,/sports/sports_team/roster./baseball/baseball_roster_position/position,/m/03kg2v
1,0,81,80,119,118,82,0,/m/011yn5,/film/film/genre,/m/01f9r0
1,0,149,148,227,226,150,1,/m/0127m7,/people/person/places_lived./people/place_lived/location,/m/0cb4j
0,0,0,0,9,2,269,0,/m/0126y2,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01_gx_
1,0,268,267,326,325,269,1,/m/012x1l,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ckcd
0,0,18,18,57,56,120,0,/m/0cfdd,/common/topic/webpage./common/webpage/category,/m/08mbj5d
0,0,0,0,6,1,111,0,/m/011yr9,/award/award_winning_work/awards_won./award/award_honor/award,/m/0125ny
3,0,299,15,356,332,69,0,/m/01309x,/music/artist/track_contributions./music/track_contribution/role,/m/0163kf
1,0,268,267,326,325,269,1,/m/01385g,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0789_m
0,0,13,0,48,17,79,0,/m/0rt80,/music/performance_role/track_performances./music/track_contribution/role,/m/02dlh2
2,0,130,114,186,180,115,1,/m/011yr9,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0b13g7
0,0,0,0,8,1,79,0,/m/07q1v4,/music/performance_role/track_performances./music/track_contribution/role,/m/01s0ps
1,0,81,80,119,118,82,1,/m/012mrr,/film/film/genre,/m/06n90
0,0,9,9,38,37,22,0,/m/013fn,/organization/organization/headquarters./location/mailing_address/citytown,/m/0bxbr
1,0,8,7,17,16,9,1,/m/012wgb,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,/m/0m66w
1,0,149,148,177,176,150,1,/m/011j5x,/music/genre/artists,/m/05qhnq
